Name,English name,Episodes,Aired,Genres,Score
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Steins;Gate: Open the Missing Link - Divide By Zero,1,"Dec 3, 2015","Sci-Fi, Suspense",8.25
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Danganronpa 3: The End of Hope's Peak High School - Future Arc,12,"Jul 11, 2016 to Sep 26, 2016","Action, Horror, Mystery",7.23
Omoi no Kakera,UNKNOWN,1,"Mar 24, 2016","Slice of Life, Sports",6.49
Okitegami Kyouko no Bibouroku x Monogatari,The Memorandum of Kyoko Okitegami x Monogatari,1,"Dec 31, 2014",Supernatural,5.76
Kimi ni Maji Kyun!,UNKNOWN,1,"May 18, 2016","Fantasy, Romance",6.59
Raldessia Chronicles,Raldessia Chronicles,1,"May 20, 2013","Action, Adventure",5.14
Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,UNKNOWN,1,"Dec 17, 2016","Comedy, Supernatural",6.12
Teekyuu 7,Teekyu 7,12,"Jan 12, 2016 to Mar 29, 2016",Comedy,6.6
Xi You Ji,Journey to the West: Legends of the Monkey King,52,"Jul 23, 1999 to Jan 15, 2000","Adventure, Fantasy",6.87
Kuromukuro,Kuromukuro,26,"Apr 7, 2016 to Sep 29, 2016","Action, Sci-Fi",7.14
Tekkon Kinkreet Pilot,UNKNOWN,1,"Jan 1, 1999","Action, Adventure, Supernatural",4.49
Masamune Datenicle,UNKNOWN,6,"May 2, 2016 to Mar 30, 2018",Action,5.63
Mirai e no Kakehashi: Bridge for Future,UNKNOWN,6,"Oct 1, 2015 to Aug 1, 2016",Slice of Life,5.66
Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,UNKNOWN,1,"Mar 25, 1998","Fantasy, Romance, Sci-Fi",5.79
Mahou no Tenshi Creamy Mami no Otogibanashi,UNKNOWN,1,"May 28, 2014",Fantasy,5.68
Mahou no Tenshi Creamy Mami: Perfect Memory,UNKNOWN,1,"Mar 28, 1987",Slice of Life,5.52
Dear Brave,UNKNOWN,1,"Nov 18, 2015",Romance,6.18
Koyomimonogatari,Koyomimonogatari,12,"Jan 10, 2016 to Mar 27, 2016","Comedy, Mystery, Supernatural",7.63
Dies Irae,Dies irae,11,"Oct 14, 2017 to Dec 23, 2017",Action,5.38
Ketsuekigata-kun! 4,UNKNOWN,12,"Jan 12, 2016 to Mar 29, 2016",Comedy,6.2
Kimi no Na wa.,Your Name.,1,"Aug 26, 2016","Award-Winning, Drama, Supernatural",8.85
MAG Net Jingle,UNKNOWN,1,"Oct 24, 2010",Fantasy,4.67
Anison Nippon,UNKNOWN,1,"Feb 5, 2014","Action, Sci-Fi",5.14
Kakegae no,UNKNOWN,1,"Feb 22, 2012",Drama,4.81
Ai (ONA),UNKNOWN,1,"Aug 10, 2012",Romance,2.63
Ai Sky Tree 21,UNKNOWN,1,"Aug 30, 2012",Action,4.34
Present made no Michinori,UNKNOWN,1,"Mar 22, 2009",Action,4.73
Tenkou Kotofumi,UNKNOWN,1,"Sep 18, 2011",Fantasy,5.2
Nakanaori,Reconciliation,1,2011,Action,4.69
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,Active Raid Second,12,"Jul 11, 2016 to Sep 26, 2016","Comedy, Sci-Fi",6.33
Tabi Machi Late Show,UNKNOWN,4,"Jan 8, 2016 to Jan 29, 2016","Drama, Slice of Life",6.22
Beautiful World,UNKNOWN,1,"Dec 2, 2014","Action, Drama, Sci-Fi",6.67
Concrete Revolutio: Choujin Gensou - The Last Song,UNKNOWN,11,"Apr 10, 2016 to Jun 17, 2016","Action, Drama, Fantasy, Mystery, Sci-Fi",6.99
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,UNKNOWN,2,"Mar 22, 2013",Comedy,5.89
Lupin III (2015): Italian Game,UNKNOWN,1,"Jan 8, 2016","Action, Adventure, Comedy",6.41
Aishen Qiaokeli-ing...,Cupid's Chocolate,15,"Dec 2, 2015 to Mar 16, 2016","Comedy, Romance",6.83
Shounen Sunday CM: Major 2nd,UNKNOWN,1,"Jul 11, 2016",Sports,6.55
Subarashii Sekai,The Wonderful World,1,"Jun 10, 2013",Fantasy,5.78
makemagic,UNKNOWN,1,Oct 2011,Fantasy,5.35
Hot Minute: Gudetama,Hot Minute: Gudetama,1,"Nov 2, 2015",Comedy,5.63
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,UNKNOWN,1,"Dec 31, 2015","Action, Adventure, Fantasy",6.54
Qualidea Code,UNKNOWN,12,"Jul 10, 2016 to Sep 25, 2016","Action, Fantasy, Sci-Fi",6.47
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Boruto: Naruto the Movie - The Day Naruto Became Hokage,1,"Jul 6, 2016","Action, Adventure, Fantasy",7.33
Gintama°: Aizome Kaori-hen,Gintama: Love Incense Arc,2,"Aug 4, 2016 to Nov 4, 2016",Comedy,8.4
D.Gray-man Hallow,D.Gray-man HALLOW,13,"Jul 5, 2016 to Sep 27, 2016","Action, Adventure, Fantasy",7.7
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,UNKNOWN,1,"Dec 26, 2015",Mystery,7.05
Azure Nihon Data Center,UNKNOWN,1,"Feb 25, 2014",Action,5.07
Berserk,Berserk (2016),12,"Jul 1, 2016 to Sep 16, 2016","Action, Adventure, Drama, Fantasy, Horror",6.3
Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!,1,"Jun 24, 2016","Comedy, Fantasy",7.84
"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",UNKNOWN,1,"Feb 11, 2016",Drama,6.02
Osomatsu-san Short Film Series,Mr. Osomatsu Short Film Series,7,"Jan 29, 2016 to Jul 29, 2016",Comedy,6.47
Project HAL,UNKNOWN,3,"May 31, 2015 to Jul 30, 2015",Action,5.71
Saga-ken wo Meguru Animation,Animated Journey Through Saga Prefecture,4,"Mar 12, 2016 to Mar 12, 2017",Slice of Life,6.01
KochinPa!,UNKNOWN,12,"Dec 22, 2015 to May 25, 2016",Comedy,4.05
Clockwork Planet,Clockwork Planet,12,"Apr 7, 2017 to Jun 23, 2017","Fantasy, Sci-Fi",6.45
"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)",UNKNOWN,2,"Jul 5, 2015 to Jul 30, 2015",Comedy,5.22
Dimension W: W no Tobira Online - Rose no Onayami Soudanshitsu,Dimension W: W Gate Online - Rose's Counseling Room,5,"Mar 25, 2016 to Aug 26, 2016",Sci-Fi,5.66
Kigyou Senshi Arslan,Corporate Warrior Arslan,6,"Oct 5, 2016",Comedy,6.49
Garo: Honoo no Kokuin - Home,GARO: THE ANIMATION - HOME,1,"Sep 16, 2015","Action, Fantasy",6.75
Joukyuusei,UNKNOWN,1,"Dec 3, 1985",Romance,5.99
One Piece: Long Ring Long Land-hen,One Piece: Long Ring Long Land Arc,1,"Dec 11, 2015","Action, Adventure, Fantasy",6.71
Mayoiga,The Lost Village,12,"Apr 1, 2016 to Jun 17, 2016","Drama, Horror, Mystery",5.49
Usakame,Usakame,12,"Apr 12, 2016 to Jun 28, 2016","Comedy, Sports",5.76
Gekidol: Actidol Project,Gekidol,12,"Jan 5, 2021 to Mar 3, 2021","Drama, Sci-Fi",5.5
Mitsuami no Kamisama,Pigtails,1,"Oct 24, 2015","Drama, Slice of Life",6.76
Under the Dog: Anthea-chan,UNDER THE DOG Anthea-chan,1,"Aug 8, 2015","Action, Comedy",4.59
Love Live! The School Idol Movie: Gekijou Manner CM,UNKNOWN,4,"Jun 13, 2015 to Jun 27, 2015",Comedy,6.33
Cheer Danshi!!,Cheer Boys!!,12,"Jul 5, 2016 to Sep 27, 2016","Drama, Sports",6.67
Kanojo to Kanojo no Neko: Everything Flows,She and Her Cat: Everything Flows,4,"Mar 4, 2016 to Mar 25, 2016",Slice of Life,7.67
Days (TV),Days,24,"Jul 2, 2016 to Dec 18, 2016",Sports,7.16
BlazBlue: Alter Memory Specials,UNKNOWN,6,"Dec 25, 2013 to May 28, 2014",Comedy,6.0
Girls & Panzer: Nihon Senshadou Renmei News,UNKNOWN,2,"Jun 21, 2013",Comedy,6.72
Super Mario World: Mario to Yoshi no Bouken Land,UNKNOWN,1,1991,Comedy,5.12
Love Live! Sunshine!!,Love Live! Sunshine!!,13,"Jul 2, 2016 to Sep 24, 2016",Slice of Life,7.39
Xiyou Ji: Dasheng Guilai,Monkey King: Hero Is Back,1,"Jul 10, 2015","Adventure, Fantasy, Supernatural",6.56
Sakamoto desu ga?,Haven't You Heard? I'm Sakamoto,12,"Apr 8, 2016 to Jul 1, 2016",Comedy,7.55
Lu Shidai 2nd Season,UNKNOWN,13,"Nov 26, 2014 to Dec 12, 2015","Action, Adventure, Comedy",6.68
Non Non Biyori Repeat: Hotaru ga Tanoshinda,Non Non Biyori Repeat: Hotaru Had Fun,1,"Sep 23, 2016",Slice of Life,7.85
Shounen Sunday CM: Imawa no Kuni no Alice,UNKNOWN,1,"Jul 9, 2013",Action,5.99
Digimon Adventure tri. 3: Kokuhaku,Digimon Adventure tri. Confession,1,"Sep 24, 2016","Action, Adventure, Comedy, Drama",7.62
Nisekoi: OVA,UNKNOWN,2,"Jan 4, 2016","Comedy, Romance",7.05
Stella no Mahou,Magic of Stella,12,"Oct 3, 2016 to Dec 19, 2016",Comedy,6.85
I'm Stuck!!: Life of the Dead,I'm Stuck!!: Life of the Dead,4,"Mar 2, 2014 to May 8, 2014","Comedy, Horror",4.8
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,Grimgar: Staking Our Youths on the Bath Wall - One More Centimeter,1,"Mar 16, 2016",Comedy,6.59
Starry Tales: Seiza wa Toki wo Koete,UNKNOWN,1,"Mar 19, 2011",Fantasy,5.19
Shounen Sunday CM: Tokiwa Kitareri!! CM,UNKNOWN,1,"Jan 12, 2016",Action,5.4
Noblesse: Pamyeol-ui Sijak,UNKNOWN,1,"Dec 4, 2015","Action, Adventure, Supernatural",7.24
Shounen Ashibe: Go! Go! Goma-chan,UNKNOWN,32,"Apr 5, 2016 to Feb 21, 2017","Comedy, Slice of Life",6.07
Kekkai Sensen: Ousama no Restaurant no Ousama,Blood Blockade Battlefront OVA,1,"Jun 3, 2016","Action, Comedy, Fantasy",7.37
Gaza: Changing the World,UNKNOWN,1,"Jun 27, 2015","Drama, Supernatural",5.47
Duel Masters VSRF,Duel Masters Versus Revolution Final,51,"Apr 3, 2016 to Mar 26, 2017","Action, Adventure, Comedy, Fantasy",5.38
Seisen Cerberus: Ryuukoku no Fatalités,Cerberus,13,"Apr 5, 2016 to Jun 28, 2016","Adventure, Fantasy",5.59
Kanojo wa Zombie,UNKNOWN,1,"Jan 27, 2016",Romance,5.92
12-sai.: Chicchana Mune no Tokimeki,UNKNOWN,12,"Apr 4, 2016 to Jun 20, 2016",Romance,6.4
Onigiri,Onigiri,13,"Apr 7, 2016 to Jun 30, 2016","Comedy, Fantasy",5.33
Gi(a)rlish Number,Girlish Number,12,"Oct 7, 2016 to Dec 23, 2016",Slice of Life,6.82
Endride,Endride,24,"Apr 3, 2016 to Sep 25, 2016","Adventure, Fantasy",5.59
Sinbad: Soratobu Hime to Himitsu no Shima Pilot,UNKNOWN,1,"Dec 16, 2015",Adventure,5.73
Elsword: El-ui Yeoin,UNKNOWN,12,"Dec 10, 2016 to Jan 5, 2018","Action, Fantasy",5.91
Youjo Senki,Saga of Tanya the Evil,12,"Jan 6, 2017 to Mar 31, 2017","Action, Fantasy",7.96
Hietsuki Bushi,Hietsuki Bushi,1,2011,"Fantasy, Sci-Fi",5.33
Hello Kitty no Oyayubi-hime,UNKNOWN,1,"Jul 21, 1990","Adventure, Fantasy",5.81
Okusama ga Seitokaichou! OVA: Okusama Gekijou,UNKNOWN,7,"Jan 27, 2016",Comedy,6.66
Hokori Inu no Hanashi,The Cloudy Dog Talk About,1,2012,Avant Garde,5.31
Usawaltz,UNKNOWN,1,"Sep 15, 2011",Avant Garde,4.71
Handa-kun,Handa-kun,12,"Jul 8, 2016 to Sep 23, 2016",Comedy,7.36
Tama & Friends: Uchi no Tama Shirimasen ka?,UNKNOWN,104,"Oct 1, 2016 to Sep 27, 2018",Adventure,5.96
Bananya,Bananya,13,"Jul 4, 2016 to Sep 26, 2016","Comedy, Slice of Life",6.76
Historical,UNKNOWN,1,"Feb 1, 2016",Adventure,5.52
Noblesse: Awakening,UNKNOWN,1,"Feb 4, 2016","Action, Supernatural",7.38
Battle Spirits: Double Drive,UNKNOWN,51,"Apr 6, 2016 to Mar 29, 2017",Fantasy,5.75
Udon no Kuni no Kiniro Kemari,Poco's Udon World,12,"Oct 9, 2016 to Dec 25, 2016","Slice of Life, Supernatural",7.75
Uchuu Patrol Luluco,Space Patrol Luluco,13,"Apr 1, 2016 to Jun 24, 2016","Action, Adventure, Comedy",7.54
Kagewani: Shou,Kagewani -II-,13,"Apr 1, 2016 to Jun 24, 2016","Horror, Mystery, Supernatural, Suspense",6.41
Fukigen na Mononokean,The Morose Mononokean,13,"Jun 28, 2016 to Sep 20, 2016","Comedy, Supernatural",7.42
Ozmafia!!,UNKNOWN,12,"Jul 7, 2016 to Sep 22, 2016","Fantasy, Romance",5.46
Jewelpet: Attack Chance!?,UNKNOWN,3,"Feb 19, 2016 to May 30, 2016","Comedy, Fantasy",5.64
Aikatsu Stars!,UNKNOWN,100,"Apr 7, 2016 to Mar 29, 2018",Slice of Life,7.61
Sensou no Tsukurikata,What Happens Before War?,1,"Oct 2, 2015",Drama,6.25
Orange,Orange,13,"Jul 4, 2016 to Sep 26, 2016","Drama, Romance, Sci-Fi",7.62
"Satto Anshin, SAT x Peeping Life",UNKNOWN,3,"Sep 30, 2015","Comedy, Slice of Life",5.19
"Persona 3 the Movie Meets ""Walkman""",UNKNOWN,1,"Feb 14, 2016",Drama,6.18
Pepsi Nex x 009 Re:Cyborg,UNKNOWN,3,2011 to 2013,"Action, Comedy",5.25
009 Re:Cyborg x Zip,UNKNOWN,10,"Oct 15, 2012 to Oct 26, 2012",Comedy,4.95
JRA Hokan Keikaku,UNKNOWN,3,"Jun 15, 2012 to Oct 21, 2012",Action,4.61
Hizumu Realism,UNKNOWN,1,"Aug 25, 2015",Avant Garde,5.19
Xiao Men Shen,The Guardian Brothers,1,"Jan 1, 2016","Comedy, Fantasy",6.25
Toute wa Sono Kotae,UNKNOWN,1,"Oct 20, 2014",Supernatural,5.07
Kokuen,UNKNOWN,1,"Feb 28, 2013",Drama,5.19
Bungaku Shounen no Yuuutsu,The Melancholia of a Literary Boy,1,"Jun 29, 2011",Drama,5.56
Ningyo no Hanashi,UNKNOWN,1,"Oct 14, 2014",Fantasy,5.29
Answer,UNKNOWN,1,"Nov 30, 2012",Supernatural,5.06
Urmă (Zanzou),UNKNOWN,1,"Jan 21, 2011",Supernatural,4.92
Kidou Senshi Gundam Unicorn RE:0096,Mobile Suit Gundam Unicorn RE:0096,22,"Apr 3, 2016 to Sep 11, 2016","Action, Drama, Sci-Fi",7.61
Cardfight!! Vanguard G: Stride Gate-hen,Cardfight!! Vanguard G Stride Gate,24,"Apr 17, 2016 to Sep 25, 2016",Action,6.66
Ainone,UNKNOWN,1,"Dec 1, 2015",Drama,4.68
Nyanbo!,Nyanbo!,26,"Sep 27, 2016 to Mar 28, 2017",Comedy,6.31
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,UNKNOWN,1,"Aug 13, 2016",Slice of Life,7.21
Xiong Chumo,Boonie Bears,104,"Jan 22, 2012 to 2012",Comedy,5.66
Xiong Chumo: Duo Bao Xiong Bing,Boonie Bears: To the Rescue!,1,"Jan 17, 2014","Adventure, Comedy",5.43
Xiong Chumo: Xue Ling Xiong Feng,Boonie Bears: Mystical Winter,1,"Jan 30, 2015","Adventure, Comedy",5.73
Teekyuu 6 Specials,Teekyu 6 Specials,2,"Feb 26, 2016","Comedy, Sports",5.7
Teekyuu 7 Specials,Teekyu 7 Specials,2,"May 27, 2016","Comedy, Sports",6.08
Xiong Chumo: Huanqiu Da Maoxian,Boonie Bears or Bust,104,"Jul 30, 2012 to ?",Comedy,5.6
Xiong Chumo: Chunri Dui Dui Peng,Boonie Bears: Spring into Action,52,"Nov 27, 2014 to Jan 15, 2015","Adventure, Comedy",5.52
B: The Beginning,B: The Beginning,12,"Mar 2, 2018","Action, Mystery, Supernatural, Suspense",7.18
Amaama to Inazuma,Sweetness & Lightning,12,"Jul 5, 2016 to Sep 20, 2016","Gourmet, Slice of Life",7.53
Nobunaga no Shinobi,Ninja Girl & Samurai Master,26,"Oct 4, 2016 to Mar 28, 2017",Comedy,7.09
Chou Shounen Tanteidan Neo,UNKNOWN,13,"Jan 2, 2017 to Mar 27, 2017",Mystery,5.1
Hungry to Win,UNKNOWN,3,"Nov 8, 2014 to Jan 12, 2019",Sports,5.06
Kaze no You ni,UNKNOWN,1,"Jul 9, 2016","Drama, Slice of Life",5.92
Senki Zesshou Symphogear AXZ,Symphogear AXZ,13,"Jul 2, 2017 to Oct 1, 2017","Action, Sci-Fi",7.6
Senki Zesshou Symphogear XV,Symphogear XV,13,"Jul 7, 2019 to Sep 29, 2019","Action, Sci-Fi",8.19
Ishitsubutsu Toriatsukaijo,UNKNOWN,1,"May 27, 2012",Drama,5.56
Survivor,UNKNOWN,1,"Aug 18, 2008",Supernatural,4.66
Fr/day Night,UNKNOWN,1,"Jul 9, 2015",Comedy,5.28
Ansatsu Kyoushitsu: Kagaijugyou-hen,Assassination Classroom: Extracurricular Lesson,8,"Mar 11, 2016 to May 20, 2016","Action, Comedy",7.66
Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,12,"Oct 6, 2016 to Dec 16, 2016","Action, Mystery, Supernatural",8.19
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Winter Cup Highlights Episode 1 – Winter Cup Highlights -Shadow and Light-,1,"Sep 3, 2016",Sports,7.72
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Winter Cup Highlights Episode 2 – Winter Cup Highlights -Beyond the Tears-,1,"Oct 8, 2016",Sports,7.73
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,1,"Dec 3, 2016","Comedy, Sports",7.81
Shokupan Mimi Specials,UNKNOWN,4,"Oct 7, 2011","Comedy, Gourmet",5.3
ēlDLIVE,elDLIVE,12,"Jan 8, 2017 to Mar 26, 2017","Action, Sci-Fi",6.1
Norn9: Norn+Nonet - Unmei no Megami,UNKNOWN,1,"Mar 10, 2016","Adventure, Fantasy, Romance, Sci-Fi",6.15
Tiger Mask W,Tiger Mask W,38,"Oct 2, 2016 to Jul 2, 2017","Action, Drama, Sports",6.92
Anitore! EX: Jigoku no Training,UNKNOWN,5,"Feb 26, 2016",Sports,5.2
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,12,"Apr 15, 2017 to Jul 1, 2017","Action, Adventure, Fantasy",7.06
Sinbad: Mahiru no Yoru to Fushigi no Mon,Sinbad: Night at High Noon and the Wonder Gate,1,"May 14, 2016",Adventure,6.24
Tu Xia Chuanqi,Legend of Kung Fu Rabbit,1,"Jul 11, 2011","Action, Adventure, Comedy",5.36
Love Bites,UNKNOWN,1,"Mar 6, 2016",Horror,2.59
Kidou Senshi Gundam 0083: Stardust Memory Picture Drama - Uchuu no Kagerou 2,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,1,"Jan 29, 2016",Action,5.65
Watashi ga Motete Dousunda,"Kiss Him, Not Me!",12,"Oct 7, 2016 to Dec 23, 2016","Comedy, Romance",6.97
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,The Irregular at Magic High School The Movie - The Girl Who Summons The Stars,1,"Jun 17, 2017","Action, Fantasy, Sci-Fi",7.46
Mahoutsukai no Yome: Hoshi Matsu Hito,The Ancient Magus' Bride: Those Awaiting a Star,3,"Sep 10, 2016 to Sep 9, 2017","Drama, Fantasy",8.11
Bishoujo Yuugi Unit Crane Game Girls,Crane Game Girls,13,"Apr 6, 2016 to Jun 29, 2016",Comedy,4.37
Durarara!!x2 Ketsu: Dufufufu!!,Durarara!! x2 Ketsu: Dufufufu!!,1,"Jul 27, 2016","Action, Mystery, Supernatural",7.56
Urara Meirochou,Urara Meirocho,12,"Jan 6, 2017 to Mar 24, 2017","Comedy, Fantasy",7.12
Kidou Senshi Gundam Unicorn: A Phantom World,Mobile Suit Gundam UC: A Phantom World,1,"Mar 26, 2016",Action,5.72
Choujuu Giga,Choju Jinbutsu Giga,3,"Mar 14, 2016 to Nov 17, 2016",Romance,6.01
Xiao Yeyou,Little Yeyos,1,"Mar 12, 2014","Comedy, Fantasy",5.07
Zonmi-chan: Meat Pie of the Dead,UNKNOWN,1,"Mar 26, 2016","Comedy, Horror, Supernatural",5.13
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,10,"Oct 8, 2016 to Dec 10, 2016",Sports,8.78
Gin no Guardian,The Silver Guardian,12,"Apr 1, 2017 to Jun 17, 2017","Adventure, Fantasy",6.21
Kono Subarashii Sekai ni Shukufuku wo! 2,KonoSuba: God's Blessing on This Wonderful World! 2,10,"Jan 12, 2017 to Mar 16, 2017","Adventure, Comedy, Fantasy",8.27
Hikari: Kariya wo Tsunagu Monogatari,UNKNOWN,1,"Mar 25, 2016",Sports,5.6
Gyakuten Saiban 6 Prologue,Ace Attorney 6 Prologue,1,"Mar 17, 2016",Mystery,6.51
Battery,UNKNOWN,11,"Jul 15, 2016 to Sep 23, 2016","Drama, Sports",5.71
Fune wo Amu,The Great Passage,11,"Oct 14, 2016 to Dec 23, 2016","Award-Winning, Drama, Romance",7.62
Kuzu no Honkai,Scum's Wish,12,"Jan 13, 2017 to Mar 31, 2017","Drama, Romance",7.14
Rokudenashi Majutsu Koushi to Akashic Records,Akashic Records of Bastard Magic Instructor,12,"Apr 4, 2017 to Jun 20, 2017","Action, Fantasy",7.14
Flying Witch Petit,UNKNOWN,9,"Mar 18, 2016 to Jun 24, 2016","Slice of Life, Supernatural",6.05
Mirai no Watashi,UNKNOWN,2,"Mar 15, 2016 to Apr 27, 2017","Comedy, Slice of Life",6.23
Regalia: The Three Sacred Stars,Regalia: The Three Sacred Stars,13,"Jul 7, 2016 to Nov 24, 2016","Action, Sci-Fi",5.96
Occultic;Nine,Occultic;Nine,12,"Oct 9, 2016 to Dec 25, 2016","Mystery, Sci-Fi",6.89
Aggressive Retsuko,Aggretsuko,100,"Apr 2, 2016 to Mar 31, 2018",Comedy,7.62
Flip Flappers,Flip Flappers,13,"Oct 6, 2016 to Dec 29, 2016","Adventure, Comedy, Fantasy, Sci-Fi",7.64
Hand Shakers,Hand Shakers,12,"Jan 11, 2017 to Mar 29, 2017",Action,5.27
Natsume Yuujinchou Go,Natsume's Book of Friends Season 5,11,"Oct 5, 2016 to Dec 21, 2016","Drama, Slice of Life, Supernatural",8.57
King of Prism by Pretty Rhythm Short Anime,UNKNOWN,1,"Jun 17, 2016","Comedy, Fantasy",6.19
Sore ga Seiyuu!: Petit Uchiage,UNKNOWN,1,"Mar 23, 2016","Comedy, Slice of Life",6.44
Yuri!!! on Ice,Yuri!!! On ICE,12,"Oct 6, 2016 to Dec 22, 2016","Award-Winning, Sports",7.9
91 Days,91 Days,12,"Jul 9, 2016 to Oct 1, 2016","Action, Drama",7.83
"Neko mo, Onda-ke",UNKNOWN,12,"Apr 1, 2016 to Jun 17, 2016","Comedy, Slice of Life",4.98
Mahou Shoujo Ikusei Keikaku,Magical Girl Raising Project,12,"Oct 2, 2016 to Dec 18, 2016","Action, Fantasy, Suspense",6.96
Tanaka-kun wa Kyou mo Kedaruge,Tanaka is Listless Today Too,35,"Apr 7, 2016 to Jul 1, 2016",Comedy,7.28
FLCL Progressive,FLCL Progressive,1,"Sep 28, 2018","Action, Avant Garde, Comedy, Sci-Fi",6.36
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,KAIJU GIRLS,12,"Sep 27, 2016 to Dec 13, 2016","Comedy, Fantasy",5.95
Island (TV),Island,12,"Jul 1, 2018 to Sep 16, 2018","Drama, Sci-Fi",6.31
Katsugeki/Touken Ranbu,Katsugeki Touken Ranbu,13,"Jul 2, 2017 to Sep 24, 2017","Action, Fantasy",6.73
Reikenzan: Eichi e no Shikaku,UNKNOWN,12,"Jan 8, 2017 to Mar 26, 2017","Comedy, Fantasy",6.86
Ragnastrike Angels,UNKNOWN,12,"Apr 3, 2016 to Jun 19, 2016",Action,4.29
Touken Ranbu: Hanamaru,Touken Ranbu - Hanamaru,12,"Oct 3, 2016 to Dec 19, 2016","Action, Comedy, Drama, Fantasy, Slice of Life",6.83
Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,Majestic Prince Episode 25 – Wings to the Future,1,"Sep 29, 2016","Action, Sci-Fi",6.42
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,Majestic Prince The Movie: Genetic Awakening,1,"Nov 4, 2016","Action, Sci-Fi",7.12
Time Bokan 24,Time Bokan 24,24,"Oct 1, 2016 to Mar 18, 2017","Adventure, Comedy",5.8
Infini-T Force,UNKNOWN,12,"Oct 3, 2017 to Dec 19, 2017","Action, Sci-Fi",6.4
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope's Peak High School - Despair Arc,11,"Jul 14, 2016 to Sep 22, 2016","Action, Horror, Mystery",7.38
Shakunetsu no Takkyuu Musume,Scorching Ping Pong Girls,12,"Oct 4, 2016 to Dec 20, 2016",Sports,7.07
Drifters: Special Edition,UNKNOWN,1,"Jun 6, 2016","Action, Adventure, Comedy, Fantasy",7.65
Starmyu OVA,UNKNOWN,2,"Jul 27, 2016 to Sep 21, 2016",Slice of Life,7.13
Kiniro Mosaic: Pretty Days,UNKNOWN,1,"Nov 12, 2016","Comedy, Slice of Life",7.51
"Yuyushiki: Komarasetari, Komarasaretari",UNKNOWN,1,"Feb 22, 2017","Comedy, Slice of Life",7.31
Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,The Moment You Fall in Love,1,"Dec 17, 2016","Comedy, Drama, Romance",7.05
Nuwa Chengzhang Riji,UNKNOWN,30,"Apr 12, 2016 to Nov 1, 2016","Comedy, Fantasy",6.15
Bubuki Buranki: Hoshi no Kyojin,BBK/BRNK: The Gentle Giants of the Galaxy,12,"Oct 1, 2016 to Dec 17, 2016","Action, Drama, Sci-Fi",6.77
Zonmi-chan: Halloween☆Special Movie!,UNKNOWN,1,"Oct 26, 2015","Comedy, Horror",4.43
Fate/Extra: Last Encore,Fate/Extra: Last Encore,10,"Jan 28, 2018 to Apr 1, 2018","Action, Fantasy",6.29
Zegapain ADP,UNKNOWN,1,"Oct 15, 2016","Action, Romance, Sci-Fi",5.76
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Fate/stay night: Heaven's Feel - II. Lost Butterfly,1,"Jan 12, 2019","Action, Fantasy, Supernatural",8.5
Fate/stay night Movie: Heaven's Feel - III. Spring Song,Fate/stay night: Heaven's Feel - III. Spring Song,1,"Aug 15, 2020","Action, Fantasy, Supernatural",8.68
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,25,"Oct 2, 2016 to Apr 2, 2017","Action, Drama, Sci-Fi",8.23
